Originator,Text,Age,Person whose age we surmised
MieSigersted ," RT @SonjaCHA15: @NiallOfficial it's @Sheila2406 's birthday, and I know it would mean everything if you would follow her! please! :(( &lt;3",
GerriDee , Happy birthday to one of my favorite friends @tylerprig love you b***hole. http://t.co/afCqPkJZrK,
ThatBeauGirl , @KeatonStromberg @wesleystromberg CALL ME IT'S MY BIRTHDAY ILY  7,
its_Ibee ," RT @FOXSoccer: Happy 42nd birthday to a true #WorldCup legend, Zinedine Zidane! http://t.co/P7UVbT7CHT",
Daisy_A_Sereia , RT @HorryPuttor: crazey trick: taek ur age add 2 yeers dats how old u wil be in 2 yeers mind = blowne,
jxycen , RT @silvverlinings: There is nothing worse than being treated like a twelve year old ,
Mantasas29 ," RT @FOXSoccer: Happy 42nd birthday to a true #WorldCup legend, Zinedine Zidane! http://t.co/P7UVbT7CHT",
JanSparrowFed , @archerslistener Ten years difference. No problem. Lizzie's not even planning to marry Roy and is hardly an old crone. She's in her prime.,
brittaneemaee , RT @emileedeanna: @HaleighGallego I still got two years of this shit ,
SnaketheCake , @lilyallen: 4 days till Glastonbury !!! http://t.co/IbTtUJMEIK @BenTuckerMate Good old Lily! Haha,-1
tbhfarrah , RT @LyricaIIyAriana: Ariana celebrates her 21st birthday at Disney World. You won't find her drunk in some fancy club.,
RonanMcL93 ," RT @UberFootFact: Happy Birthday to one of the greatest footballers ever, Zinedine Zidane! http://t.co/KX2y6Vgge9",
Mitchbeans ," RT @WhatTheFFacts: ""Ghostbusters"" and ""Gremlins"" both came out on the same day... 30 years ago today.",
kattyzaynharry , hello @harry_styles how are you?? Can you pls take 2sec of your time and follow @mani_manina it's her birthday117,
maddie_johndrow , Hour and 12 minutes till @jasmarayaviles birthday!!
DaamnnCam , RT @gretchenseelig4:  @AaronCarpenter_ if this get 500rts or more will u follow me on my birthday July 24th Please Aaron 
SamuraiDon , @tecmokoeieurope Releasing one day before my birthday? Aw you know how to spoil a guy. ;p
Kimbo_Slice_12 ," Happy birthday to my beautiful partner in crime since 6th grade, @madisongregory8  long live the http://t.co/8QZpfCgssO"
perfxctmahxne , @AustinMahone Show me that nothing is impossible. I've trying get your follow for years Please this it mean the world to me. ilysm372
fishoutoff , 16 unique inspiring holiday gifts for your family and friends http://t.co/N22wj0MDR0 #Birthday #Wedding #Anniversary #Gift @retwitclub 13
_elstone , RT @HorryPuttor: crazey trick: taek ur age add 2 yeers dats how old u wil be in 2 yeers mind = blowne
sirsaif1 ," RT @cnni: BREAKING:Three Al Jazeera journalists convicted by Egyptian court of aiding Muslim Brotherhood, sentenced to 7 years in prison."
38bhf11Gregory , @MikeAndMike An invite___ too my wife Tracey' 50th Birthday party...
ScienceWatchout , RT @lauurennnnnnn06: oh shoot!!!! happy birthday home skillet love ya long time &lt;3 #science #nick #knee #werk!!!!$$  http://t.co/glDfWHG
melissa_stots , RT @TheWorldStories: First time for this soldier to see his 3 week old daughter. He is looking at her like she is made of gold. http://t.co
BrandonReyes04 , RT @2014WorIdCup: Happy 27th Birthday to Messi! | http://t.co/yOVvzbLZ4e
ArdianDjekovic ," @joeygjekaj: @SportsCenter:Happy birthday,Lionel Messi. Argentinas superstar turns 27 today. http://t.co/2aW8GmPdEG the greatest@GjekajG"
Afelip21 , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:
AraBaekki ," ""@sehuntella: ""The sasaeng who followed Luhan is a 01-liner,she is 13 years old"" lol u liltle gurl go home and study"""
BecauseItsZayn , RT @Harry_Styles: On this day 19years ago....my hero was born. Happy birthday to my man crush @Louis_Tomlinson ;) Yayyy!!
iam_webster , RT @NoBeeetch: Taraji P. Henson is not fine. She look like she never been sleep in her life. Bitch been awake for 40 years
ConnorJDMoore6 , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:
Lee_Mi_Ra87 ," RT @NatGeo: 430,000-year-old skulls discovered from the ""Pit of Bones"" cave in Spain: http://t.co/pe9C1WZrGh"
blissonna15 ," RT @LilBlockMiiName: @blissonna15 MY 18TH BIRTHDAY BASH &amp; VIDEO SHOOT THIS SAT !! 7 TILL 2 FREE DRUGS, FOOD &amp; LIQOUR ! EVERYONE #WETWILD&amp;WA"
Fieee__ ," RT @sehuntella: ""The sasaeng who followed Luhan is a 01-liner,she is 13 years old"" lol u liltle gurl go home and study"
mccreedmusic , @ryancoles89 MC Creed Birthday 25 Years Industry FRI 27June @WarehouseLDN Tickets&gt; http://t.co/HiheVjFKJ1 MIX CD&gt; http://t.co/xR5c6J7pgy
Louisa_BieberF , it's my Birthday @justinbieber :c Follow me please #718
ZiamNarryMuke ," RT @HeLukesSoPerf: ""5sos album tomorrow"" ""Livestream on july 1"" ""Lashton birthday next month"" GUYS, SEND HELP #Before5SOSAlbum http://t."
diiiiirtydiana , RT @ambercook92: When I met you in the summer.... @OhSnapItsB @diiiiirtydiana @Sick_Vikk @SpencerRidenour 2 years later we're all still goi
hemmszarry , @5SOS: hey! it's Luke's 16th birthday tomorrow!! :D why
AndysWifee22 , @TheFunBird: Miley hella warned us that she couldn't be tamed like 4 years ago #truth
amanda_losco13 ," @LexieMottolo and I are actually 5 years old when it comes to playing in the waves, and i wouldn't have it any other way"
ThallekeR ," RT @WristScars: Im being bullied by a 15 year old, this is not right"
shaunavickers ," RT @Ashley_Fahy: Have such a amazing girlfriend @shaunavickers , can't wait to go @edc_uk for my birthday! Roll on 12 July "
DJDarkuJ , Exactly 2 years ago today! (via @timehop) http://t.co/GR69k9Rki6 http://t.co/lB93YqwCGy
OgLlama , 2 years ago today I did my first jger bomb. thank you @timehop
niallehy ," Hi @NiallOfficial My birthday soon! Can you follow me?? Please, don't ignore me again. x78"
1DPhanArmy , RT @horanftedwards: @NiallOfficial @Harry_Styles @zaynmalik my birthday is tomorrow and if one of you followed me it would make me so happy
Nireus ," RT @AJELive: Watch live: Al Jazeera journalists sentenced to 7 years in jail. ""We have been shocked at some of the proceedings"" http://t.co"
Tllimmer ," RT @dohanews: Three Al Jazeera journalists have been sentenced to 7 years in jail in Cairo, absent defendants given 10 years. Story to foll"
Young_Noriega ," RT @emilyyfinn: You hockey players get the Stanley cup every year, we wait 4 years for the World Cup so take your rude ass comments and sho"
SamUnger16 , RT @TheOtherWill_: Watching a 6 year old dance to MJ.. http://t.co/aHROwn2ugm
elt1997 ," RT @sxnshinexlouis: ""this is going to be the last video diary for a little while"" i didN'T KNOW THAT LITTLE WHILE MEANS 2 YEARS LIAM http:"
chels_robertsX , RT @TaschaBradford: Ariana Grande looks like a 14 year old trying to be sexy. STOP IT.
wipodibamoj , RT @KUDUNEWS: The first new Star Wars character in nine years. Let the great debate begin. - #celebrities #gossip #kudunews http://t.co/NPj
MorrisseyParody ," RT @GaryLineker: En route to appear in Diego Maradona's TV show, 28 years on, to the day, from 'la mano de Dios.' Should be fun!"
2fishout , 16 unique inspiring holiday gifts for your family and friends http://t.co/7ldOWaHmS7 #Birthday #Wedding #Anniversary #Gift @retwitclub 4
gilinskyfeels_ ," #CaIIMeCam  This isn't for me, Please call @l0lwilks It's her birthday   It would mean a lot @camerondallas 79"
Shaaee_CBE , RT @_its_Morgo: Now adays y'all done lost all morals for relationships. People 30+ years can't een be faithful but y'all expect to be at th
ryeonggu1421 , @Khunnie0624 happy birthday prince nikhun :D always healt and longlife :) i hope you always succed with all 2pm members :D love you :*
Heide3145 , @camerondallas please call me it's my birthday today  #CallMeCam x34
barrysmit , RT @eelcobvr: Terrible RT @AJELive: BREAKING: Al Jazeera journalists in Cairo sentenced to 7 years in jail by Egypt court. #FreeAJStaff #AJ
Timmy_gushi , RT @LFC: Happy birthday to former #LFC star and Istanbul hero @LuchoGarcia14 who turns 36 today! #HeDrinksSangria http://t.co/E9fMVeHpcI,
JoeyARich , RT @JB17Official: Happy Birthday Bro! @David_AlabaGreetings from Brazil #da27 #jb17,
HeroinIrwin_ ," RT @UNIFIEDNIALL: @Luke5SOS, if I can get 400+ RTs on this, will you PLEASE follow me for my birthday? I won't ever get to meet you guys an",
Bradlamb60Lamb , RT @DezBryant: Happy 40th Birthday to @Yankees legend and @Jumpman23 teammate Derek Jeter. Respect to the captain for giving so much on and,
faisalallsaid , @SHEERELGORDON happy birthday ya blood!! Have a good one she she!! :),
eyerrene , RT @rvmiro07: I did not go to school for 12+ years to make another man richer.,
ErvaDoMaalik , @camerondallas follow me!My birthday is on sunday and would be the best present ever if you follow me!! #CallMeCam x30,
TotalMonkery ," @Skardrup smart, just checked. I lectured the 2nd years last term on Unity &amp; C#. I'll get back to you tomorrow, but we can sort something",-1
Antonymous_P , Feels weird not being at @DownloadFest for the first time in 5 years. Anyone want to donate some tickets?,
LouisthatCunt ,  @Louis_Tomlinson  Hey Sunshine! My Birthday is on JULY4&amp; the perfect gift would be your follow. Pls make me Happy?  ILYSM. 231,
LillSaleh , RT @dailytelegraph: Australian journalist Peter Greste sentenced to seven year's jail in Egypt. #petergreste http://t.co/AT8Xrj6z36,
fernanr12 , RT @Fanof_AriGrande: @perfectboca can u tweet about this? bc 3 days until ari's birthday :) http://t.co/C8j2AcpE0X,
prathapreddy51 , RT @NDTVGadgets: Nokia 'Paid Millions to Software Blackmailers Six Years Ago': Report http://t.co/Pm2GcDl65N,
Transylvanian_3 , RT @studiowebandy: Yoda Backpack Now you can train with everyones favourite 900 year old Jedi on your back. http://t.co/wBTQ8FObeB http://,
_Annikss , Luke Hemmings from 5sos @Luke5SOS my birthday's 3days apart from yours &amp; it'll be the best gift ever if you'd follow me  ilysm  x1358,
cbzsh324 ," RT @SportsCenter: Happy birthday, Lionel Messi. Argentina's superstar turns 27 today. http://t.co/ESlQSdVgD9",
wes_coast80 , RT @Meregrace28: So everyone is watching the #USAvsPortugal game and I'm watching Handy Manny and baking cookies with a 3 yr. old.
nicoleiolie99 , @justinbieber today's my birthday and it would be my dream if you noticed me!! I've been here sense the very beginning I love you!! 27
_7gh_ , RT @Harry_Styles: @WinchestrStyles Happy birthday.. Hope you're having a good one .x
Idatejacob123 , RT @freakygilinsky: 11 year old jack is 90% hotter than all the boys at my school oops http://t.co/LHuNYslKRR
tonyhalpin , RT @NorthAndrew: Insane verdict from Egypt as court sentences Al Jazeera journalists @PeterGreste @Repent11 @bahrooz to 7 years in jail for
ward13bikes , RT @jsquaredink: 4 yr old Amelia &amp; 4 week old Nol meet at High Park Zoo. #ward13bikes #bikemonth #bikethepark http://t.co/UYOmV1RPdx
LIVELOUDxROYAL ," RT @ESPNFC: On June 24, 1987 the football world was given a gift. Happy 27th Birthday to Lionel Messi http://t.co/KJXv1sYNAX"
ArianaFtBiebber ," RT @GrandesGaIaxy_: Happy birthday! @ArianaGrande I'm proud of everything you do. I love you, we love you. #Happy21stBirthdayAriana http://"
NouisDear , @themattespinos hi today is my birthday and I really would like a follow from you it would mean the world to me. i love you so much120
_Molly_Mckenzie ," RT @tyleroakley: Even 10 years after forming, I'm STILL obsessed with the Spice Girls. I live for queen @OfficialMelB on @NBCAGT. SLAY ME S"
pridelox ," today is my birthday mahogany, would be so amazing if you follow me or wished me ""Happy Birthday"" I love you  @MahoganyLOX x275"
horanuggxt ," Hey @NiallOfficial, it's my birthday, and your follow would make me very happy ! I love you x43"
louisplzfollow , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)81
hemmoxsauce , @Michael5SOS MICHAEL CLIFFORD MY BIRTHDAY IS IN 3 DAYS &amp; IT WOULD MEAN SO MUCH IF YOU FOLLOWED ME I LOVE YOU  '
THESTREGONE3 , HAPPY BIRTHDAY QUEEN @ArianaGrande PLEASE NOTICE ME AND FOLLOW ME @THESTREGONE  I BAKED THIS FOR YOU  http://t.co/CgSFFhmMlK x512
gretathegoon , RT @GooglePics: This is how baby elephants drink water. They don't know how to use their trunks to drink until they are 9 months old. http:
sylvainreynard ," RT @AJWaltersAuthor: 40th Birthday treats to myself: New dress- check, Party- check, Pre-order @sylvainreynard's #TheRaven ;-) http://t.co/"
fantasticjbiebs , RT @InJustinsLife: --shoes. You sigh and get up.. You put your old t-shirt and some cheap jeans your mom bought you 3years ago. You look at
dusi2c ," RT @joBerg2c_journo: SEVEN days to go until the Old Mutual joBerg2c opens up for public entries! ""Like"" this post if you're keen to enter! "
personanaan , RT @public_archive: Is there a part of Grand Theft Auto where the player spends thirty five years in solitary confinement in a poorly manag
wtfcz , RT @TechnoBuffalo: New Super Mario Bros. 99 Lives Glitch Discovered After 30 Years http://t.co/BqMlc7VOrZ
wlamounier , RT @FCBarcelona: Leo Messi is 27 today! Happy Birthday Leo! http://t.co/sRrg08vs0u
SamuelH_10 , RT @FIFAWorldCup: Happy birthday to @Miguel_layun (26) #MEX - http://t.co/E9uGyLbg7b
ane_andriana ," @Harry_Styles My birthday is in 2 days, can you please follow me and make me the happiest girl on this planet? Love you so much. xxx7.023"
LusciiousPiink , @Fellowtoomellow 20 years? y'all won't even be able to have kids  unless I have one of them young girls
legolawley ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try"
upperegui , @AllyBrooke ALLY  Today is my birthday can you please wish me happy birthday? It would mean a lot I love you so much x17
Gold6082 ," @jeannettejowsey I doubt it had it 5 years on &amp; off lol,thanks love."
KageGames , @lookieitswookie my mother is still scared to drive with me 5 years later ..
carlosjosue263 , Happy 21 Birthday Gorgeous have an amazing day  love yaaaa!!!@ArianaGrande  http://t.co/nwRvqLsW5y
Kushtopher234 ," RT @ForeverKammie: Happy 21st Birthday to my little , big cousin @Kushtopher234  Love ya !"
explicitdrewx , Hi @justinbieber :) x it's my birthday tomorrow and I hope you'll give me a follow. It would really make me happy :) ILYSM. x xx3036
MarkOwensSmile ," @garybarlow outstanding after all the years, your solo album has sold OVER 676,000 Copies! #proud "
sophgarlick , RT @daniellerileyxo: As if prom was two years ago today 
awhmanda , @angelicamaee_: @awhmanda happy 12th birthday sissy  ily finally 12 :-) thanks sissy ily2 
marybeth_louise , RT @maargoritas: Give me a Saturday night my baby by my side. Sweet home Alabama and a six pack of light. Old dirt road and ill be just fine
dewywillow , RT @PeterAPeel: THE MUPPET MOVIE released 35 years ago today. http://t.co/cnkctWAAZO
Chacha_LC , @Harry_Styles hi sunshine  today is my birthday  and your following will be the greatest present ever  I love you so much  x125
american_queenn , @InsidiousCifell well it was indirectly haha and like two years ago but yeah lol
louispleaseilyx , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)79
daniellegiacov , Jacob it's my birthday today please say happy birthday it will make my whole day! I love you x @JacobWhitesides  6
nouisberrys ,  @Ashton5sos Ashton Irwin from 5sos My birthday is July 13 And it'd be the best present if you followed me Please follow me 92
Innah_Isah ," RT @IamObaNawti: U Are 38years Old Living Wit Ur Parent U Av Four Kids 4 Different Fathers... U Dey Tweet ""I LOVE MY LIFE"" Na U Dey Enjoy L"
Iouisandperrie , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)82
wadeswazzy , @Ayeeloveable i been waitin for 3 years for you
mandycrazyy ," @ArianaGrande Hey baby, can you wish ""happy birthday"" to my friend @buteranettie? Please, she loves you so muchhhh x4"
louisyorkcity_ , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)84
SmileLuxas ,  My birthday is coming up in July and a follow from you would be amazing.I love you!@Luke5SOS 793 
KBreezy196 , RT @FADrakkardnoir: HAPPY BIRTHDAY 2 MY NIGGA @TrillLife_K GLO UP,
TonyJWright ," RT @SavaSafeHaven: @UKRunFree A girl,8 months old ,very calm,quiet and loving.She's living now in a refuge of 200 dogs from Romania. http:/",
mrjustindaley , @NiallOfficial Can you please wish my best friend @fran_bottini23 a happy birthday today? She loves you so much #Frans15Today 197,
AmandaSpeir , RT @DanThompsonMEN: Shocking one from the weekend: Dementia dad left waiting FIVE hours for an Arriva ambulance ... on his 93rd birthday ht,
TiffaniBieber69 , @iDateLandis retweet this please https://t.co/E5MW4OCuH9 it would mean a lot to me I want it to be my birthday gift my bdays Aug. 8th,-1
perfectionof5so ," Hi Luke, can you please follow me for my birthday? It would be absolutely amazing! It'd make my life  I love you! @Luke5SOS 113",
AshleyEBall , Happy 1st Birthday SAMBO!!! We  you! @iamtannerfox http://t.co/k1sgtjCD23,
CWgoalie1 , Happy birthday @AshleyZannini it's been a fun 12 years watching you barely grow since kindergarten!,
pelattio , RT @THESOURCE: Today In Hip Hop History: Pete Rock &amp; CL Smooth Release Their Mecca And The Soul Brother LP 22 Years A http://t.co/ppu2lj1,
yelyahcristiana ,"  luke hemmings from @5SOS hi sunshine  it's my birthday today so please, FOLLOW ME? i love you @Luke5SOS  69",
AliviaLewis1 ," RT @emily_mae_cum: i wish i could go back 3 years ago and never start cutting. i have to look at these scars everyday, and be reminded of m",
REALC180 , RT @SmokedOutLuger: 6 years strong and @PurpleCocainee still holding me down on and off the road..... met her in ISS class in the 10th grad,
whereisthenusra , @Firaaaahh and had so much fun times!! Happy 15th birthday Firah and I hope you celebrate it good (?)!!! (Omg you're 16 next year) ,
horanftedwards , @NiallOfficial @Harry_Styles @zaynmalik my birthday is tomorrow and if one of you followed me it would make me so happy! I love you  x34,
A__Pacman , RT @IdreesShamsa: @A__Pacman happy birthday my day1 bro,
AdamsCloud , RT @Tweetinggoddess: My 7 year old is asleep in my bed beside me snuggled up. Perfect way to celebrate tonight. Am blessed,
jhosss4 , RT @DisneysMoments: I will never get tired of fruit snacks. I will be 60 years old living in a nursing home eating Disney princess fruit sn
Tellestubbies , RT @soccerdotcom: Celebrate Messi - Follow and RT for the chance to win a pair of @adidassoccer birthday #F50s! #allin or nothing http://t
RellstayLow , @_IMtds I'm almost on 3 years
Adrianf015 , @melinahuerta happy birthday Melina hope it's a good one 
Aprtemaanandaa , RT @insaaneyatparty: @kavita_krishnan @sandeep4justice @DrKumarVishwas : #railfarehike MAY NOT LET NDA/BJP REMAIN IN POWER FOR 5 YEARS :)#h
Storm_Corrosion , RT @DaveMustaine: Happy Birthday to #LionelMessi! Good luck tomorrow! #NIGvsARG #WorldCup2014
cjroberts_ , RT @kanyematini: going out w friends is so embarrassing bc theyre all hot and I look like a six year old boy
khoune15 , RT @MickeyKhun0624: #KhunnieDay Mickeykhun's supportingHappy 26th birthdayMy khunnie boyWish you will like the gift&gt;3&lt; @Khunnie0624 htt
toxicboystyles , @Harry_Styles @NiallOfficial @Real_Liam_Payne @zaynmalik @Louis_Tomlinson please follow me darlings for my birthday? i love you! x4232
Team5SOSnBYE , @Michael5SOS Hi Mikey from @5SOSIt's my birthday in 2days!Could you please follow me?It would be the best present! v x8642
124FighterWing ," RT @BeschlossDC: FDR signed GI Bill of Rights for post-World War II era, 70 years ago today: #FDRL http://t.co/V5xUOUyx7t"
Aspinall_Cloud , @johnpletz: Wi-Fi @ 15: come a long way. From laptops to TVs. Now it's helping connect the #InternetofThings. http://t.co/UKHRWJod4b
_Karlaax3_ , Happy 17th Birthday to my Best Friend ! Love you princess enjoy your day  ! @bmovo_x25 http://t.co/jwbJxKt1bc
enriqueleonnn , @JaredMcGinn @CharlieWaite14 that's almost hard to believe a it was two years ago. But if it makes you feel better then say it. And people
98_maddie , RT @maiathielk: @98_maddie right&amp;for 3 whole fucking years like tf is wrong with her
nurbanubiebs ," @ArianaGrande Happy Birthday Ariana&lt;3 i love you so much, pls follow me Ariana &lt;3 27"
teenylittlelou , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)84
ajwottrich , RT @Podolski10: We're playing together for Germany for ten years now.Yesterday he scored his 15th goal in World Cup. Fantastic Miro! http:/
MostHated_AB , RT @DeMiSoule: Lord @BlaecNY: 10-Year-Old Philly Rapper Quaddy Goon Raps Over Chiraq (See full verse http://t.co/BVjr5xJIuR) https://t.c
xomfghayesx , @26MgmtTeam follow me I really wanna dm you . love you guys  I've been trying for 827262828 years.  . 27
Alvaro_bv_45 , RT @FIFAWorldCup: Happy birthday to #WorldCup winner @OfficialVieira (38). RT to wish him a happy birthday! - http://t.co/40EZEhVknn http:/
FQanini ," ""@FauziaKanini: Disabled Boy locked in a sheep pen for 10 years in Narok town.. Where is the world heading to?"" To the wolves!"
YeaSoloTOMALA_ ," RT @SportHumour: Happy 42nd birthday to one of the greatest footballers ever, Zinedine Zidane! https://t.co/EjALJN0oW2"
mrf517 , @AaronCarpenter_ I've been single for over 3 years lmao
Vildthallta , @aSpoonfulOfJose This is the 3rd time I'm tellin you this but HAPPY BIRTHDAY I LOVE YOU SO MUCH AND I CANT WAIT FOR OUR FRIENDSHIPIVERSARY
ohxmyhemmings ,"  dear luke hemmings from 5sos (@Luke5SOS) it's my birthday, would you please follow me?! i love you so much  x3229"
brokenxliam ," @Michael5SOS @Luke5SOS @Calum5SOS @Ashton5SOS tomorrow is my birthday bae you can follow me for I pass the best birthday of my life xx20,405"
rockie_roads , The the FFFFFFF @TrueBloodHBO ??? Just killin people off like that??? 7 years of that character!!! #shocked #trublood
kindlefoxfire ," @Rexxwolfe @Cronos006 I mean, I didn't date for over 7 years after college, and I live in the Bible Belt. People asked a lot, but"
Nasr4Eddine ," RT @FootballFunnys: Happy Birthday to one of the greatest footballers ever, Zinedine Zidane! #FRA http://t.co/Qbg20ce390"
MisterPoopstain , COD Blacks Ops 2 Montage: Kickin' It Old School: http://t.co/ifRndCtyKV via @YouTube
JackBoiFetty , RT @JiggaRoZay: @keem_lo FETTY BOI BIRTHDAY BASH THIS FRIDAY @ #CLUBHOUSE 1230 REDBANK RD http://t.co/xBTv8neN8g
foreverziamm ," @zaynmalik my birthday is on the 4th July a follow off you would mean the world if you can read my story https://t.co/1BIpPgHJTr 1,008",
autumnlourry , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)81,
Josh_Hawkinson , @theeTD: Happy birthday big guy! Hope you had a good one and hope all is going well! @Josh_Hawkinson Thanks TD miss you man,
RainTorres17 ," RT @bIink18dome: Can blink 182, fall out boy and all time low take about 3 years out and tour to every venue, everywhere, altogether so I c",
webeqyzasigi , RT @asabobby: @LincolnTownley @RealDeniseWelch.....I ain't picked a book up in 4 years....now I can't put 1 down!!....#thehunger #imhooked ,
caylens_lawley ," RT @soggystyles: ""one direction wont be popular in a few years"" [a 'few years' later] me: you: beyonce: obama: http://t.co/ognv8YIhf4",
Ofodirinwa , RT @NTANewsNow: Oliseh: Are U aware that Nigeria has won more soccer titles(6x) in 54 years existence than England. #ShineOnNigeria http://,
nickuruburu20 , Happy Birthday s/o to @Dylan_G47 ! Always looked up to this dude. Have a good one man!,
KINGKillaRob ," @_Tiggerish: The kids call me Ms. Jayda, like no. I'm not that old lolyou like atleast 53 years old",
KenWin2 , RT @HustlerOfTheYr: 20 years ago today #ClutchCity was born  http://t.co/WfiJtsOkMW,
AyyeeItsHanna ," RT @kenzyd69: Happy 15th birthday Hanna I love you I'm so glad we got closer this year! Your good friend, we need http://t.co/e4jhXZUsuQ",
Narryandnouis_ ,  It's @RachaelBanjo birthday in a few days please follow her bc she's amazing {@onedirection @zaynmalik }  x111,
ArizalZukhri ," RT @GMiwanusa: Happy Birthday Ezio! :) RT @9GAGTweets: 545th birthday today, requiescat in pace. - http://t.co/5Y9LfkCLNH",
ThatBeauGirl , @KeatonStromberg @wesleystromberg CALL ME IT'S MY BIRTHDAY ILY  3,
__roseeeeee , hi luke hemmings from 5sos  could you follow me before my birthday next week?  it would mean the  i love you  @luke5sos x14,-1
lopp , RT @newsyc20: Employees That Stay In Companies Longer Than 2 Years Get Paid 50% Less http://t.co/lJoLpLBnj3 (http://t.co/vWwDJvJYKV),
Lukeysbabey ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try",,
Tyler_Fischer , @goldenKyle15 damn boy! Reppin that big 20! Happy birthday buddy ,20,goldenKyle
dhieah_kusuma ," Thankies mybesties ({}) ""@dittanilam: Happy birthday @dhieah_kusuma muuach :3 http://t.co/yQN6HYIsve""",,
hemmoxsauce ,  MICHAEL CLIFFORD MY BIRTHDAY IS IN 3 DAYS &amp; IT WOULD MEAN SO MUCH IF YOU FOLLOWED ME I LOVE YOU  2345 @Michael5SOS,,
DlawDerek ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try",,
ShondieWS , RT @AwwHELLToTheNaw: 4 things that you'll forever be able to tweet about and itll never get old 1. Love/Relationships 2. Music 3. Sports ,,
__lindssey__ , RT @linaxxaparicio: HAPPY BIRTHDAY YOUR BROTHER IS LIKE 10 SO IM NOT REALLY HERE FOR HIM YOU ANNOY ME BUT ILY THOUGH UGLY @__lindssey__,,
need_horan_hug_ ," @MadisonElleBeer hi madison! tomorrow is my birthday, can you make my dream finally come true and follow me? please i love you xo &lt;3 26",,
Selindabelieber , Today is my birthday.. Follow me Justin :((( @justinbieber 785,,
gaerith2 , RT @beatsmusic: Happy Birthday @GeorgeMichael! Lookin good for 51! http://t.co/ufw21CmXcS,,
survivgirl , @NiallOfficial Hey bro!It's my birthday on th 21 july and the present that i would like more than all thing in the world i't you follow 1063,,
xOooopss , @NiallOfficial @Harry_Styles Hey  !How are you ? My Birthday is on 30 of june if you follow me you can give me the best gift ever  x363,,
BJC_728 , RT @UberFacts: Babies that are 4-6 months old naturally know how to swim - This instinct disappears after that time and they need to be re-,,
Chief_Cruz ," RT @ESPNNFL: Happy 35th birthday to one of the greatest RBs in NFL history, LaDainian Tomlinson. http://t.co/ZuJqTezZiC",,
sarahn901 ," ""@SUPERJUNlOR: [PIC] 140622 Sungmin Naver Blog Update ** How old you? http://t.co/hoYT5xPsk1""",,
mendmyassmendes ,  #CallMeCam @camerondallas PLEASE CAM MY BIRTHDAY IS SATURDAY  128,,
InkInspiron , RT @allkpop: #KhunnieDay JYP Nation say happy birthday to 2PM's Nichkhun http://t.co/wf2HuJJmdl http://t.co/hFAvQ2ISWx,
kimberlyrose4 , Part two birthday present from @britttyschultz  what would I do without her http://t.co/waepJBAgkr,
TheRealJRam23 ," RT @DaveyGotBandzz: Big happy 21st birthday to @TheRealJRam23, my older brother. Make it a good one papi.",
MFTeasdale , Shocking to hear club member @PeterGreste &amp; colleagues @Repent11 @bahrooz sentenced to 7 years in jail by Egypt court #FreeAJStaff #AJTrial,
evo8X8 , RT @bendepear: #journalismisnotacrime @PeterGreste @Repent11 @bahrooz 7 years sentence &amp; Kerry renewed aid to Egypt last night http://t.co/,-1
Gabenator97 , I liked a @YouTube video from @iijeriichoii http://t.co/hChfhz7o9O BIRTHDAY SURPRISE! - Mianite (Day 20),
SKaczor , @JosephPici happy 21st birthday Pici!!Now you can finally buy me alcohol hope your having a fabulous day today!,
jessica_borovic ," RT @ComedyPosts: Weird how in 10 years some of us could be married with kids, some could be millionaires, and some of us could be dead ",-1
umcalumhoodpls , @Calum5SOS @Michael5SOS @5SOS @Ashton5SOS @Luke5SOS hey it's @hannaseriously birthday can you tell please her happy birthday?  x20,
robertgodinez_ , RT @victoriaatorrez: I don't want to wake up in 5 years &amp; hate my life.,
Skateboard_Pee , RT @legendsofbased: wanna send a big happy birthday out to one of the original set homies and a personal brother and friend of mines @Skate,
Ribkaahanandita , RT @barcafans_club: Happy Birthday 27th Lionel Messi. No Words Can Describe Him..  #Messi27 #TheKing http://t.co/N5dt8sku5p,
TheRealBechtel , RT @_UMS: Dempsey has done more for America in 3 days than Obama has in 6 years,
